feedback_id,course_id,professor_id,semester,rating_clarity,rating_workload,rating_interaction,rating_attendance_strictness,rating_assignments,overall_rating,course_organization,comment
4708,34,68,2024B,9,5,2,7,8,6,7,
4709,120,32,2025A,8,9,4,9,5,6,5,
4710,7,58,2024B,10,1,4,3,3,6,6,
4711,60,61,2025A,6,4,5,1,9,7,9,
4712,102,48,2025A,8,6,5,4,10,8,10,
4713,107,65,2025A,6,4,6,5,7,5,2,
4714,45,70,2025A,9,7,10,5,8,7,2,
4715,111,27,2023A,9,9,10,8,8,9,8,
4716,25,61,2023B,10,5,2,10,5,5,2,
4717,72,60,2025A,6,10,2,3,10,7,10,
4718,10,1,2024B,8,3,4,9,8,8,10,
4719,41,71,2023A,9,10,7,8,3,6,5,
4720,88,66,2024B,10,1,4,5,10,7,4,
4721,52,68,2025A,9,4,7,8,10,7,3,
4722,61,77,2023A,4,8,10,3,10,8,6,
4723,70,34,2023A,7,10,3,1,4,5,5,
4724,112,11,2023A,4,7,9,8,5,6,4,
4725,29,47,2023A,6,1,3,6,4,4,4,
4726,51,74,2024B,8,1,6,9,9,6,3,
4727,7,16,2023A,6,10,7,2,8,6,3,
4728,23,39,2024B,6,8,5,5,9,6,6,
4729,24,29,2024A,5,1,10,9,8,6,2,
4730,13,49,2024A,5,9,10,2,5,8,10,
4731,43,36,2023B,10,2,10,4,2,8,9,
4732,91,66,2025A,5,5,4,3,8,6,9,
4733,106,1,2023B,6,2,8,7,2,5,4,
4734,6,70,2023B,2,6,9,8,9,6,3,
4735,39,39,2025A,9,7,10,5,5,8,8,
4736,85,18,2023A,5,5,9,7,8,8,9,
4737,46,54,2024A,10,3,5,7,8,8,9,
4738,25,63,2025A,10,1,4,7,5,6,5,
4739,42,4,2024A,3,6,9,10,2,4,3,
4740,25,8,2024A,7,1,3,9,6,5,4,
4741,30,63,2025A,10,2,10,7,10,8,2,
4742,61,43,2025A,9,10,4,9,4,6,6,
4743,41,74,2025A,9,5,7,8,4,8,10,
4744,3,22,2024A,5,4,9,7,4,7,9,
4745,102,42,2023A,3,6,9,2,2,5,5,
4746,24,28,2024B,2,6,10,8,4,5,5,
4747,109,58,2023A,7,5,4,8,3,5,7,
4748,100,10,2025A,4,4,8,1,7,6,4,
4749,51,25,2023B,3,4,2,3,2,3,5,
4750,79,37,2025A,4,5,3,10,6,4,3,
4751,113,27,2024A,2,8,7,2,10,7,10,
4752,53,75,2024B,8,4,10,7,7,7,2,
4753,28,11,2023A,9,3,2,7,7,7,9,
4754,22,22,2024A,2,5,10,1,7,7,10,
4755,78,23,2023B,8,2,8,1,8,8,10,
4756,64,12,2024B,7,5,6,6,5,5,3,
4757,30,9,2024A,9,5,2,8,8,6,6,
4758,62,5,2024B,8,3,3,3,7,6,6,
4759,66,55,2023B,3,5,7,2,5,4,2,
4760,12,62,2024A,2,7,3,9,10,6,10,
4761,40,65,2023B,8,10,5,4,3,5,5,
4762,16,18,2024B,6,5,7,8,2,4,2,
4763,94,11,2024A,9,8,9,3,8,9,10,
4764,70,30,2024A,4,4,10,5,7,7,7,
4765,45,46,2023B,3,5,4,4,2,3,2,
4766,113,27,2024A,6,4,10,7,6,6,2,
4767,116,17,2023A,8,2,10,2,5,8,10,
4768,46,14,2023A,8,3,3,5,4,6,9,
4769,33,73,2024B,2,6,9,1,5,6,10,
4770,96,69,2023B,5,8,5,10,8,7,10,
4771,57,74,2024A,5,3,10,7,10,9,10,
4772,97,52,2025A,9,2,3,9,9,8,9,
4773,18,20,2025A,4,3,10,10,9,7,5,
4774,111,51,2024B,10,2,9,2,3,6,2,
4775,93,75,2025A,9,5,6,6,6,7,7,
4776,69,25,2023B,2,3,3,2,10,5,6,
4777,4,32,2023A,7,4,6,10,5,7,9,
4778,115,68,2025A,10,3,5,4,2,7,10,
4779,4,78,2023B,4,9,9,1,7,6,3,
4780,1,18,2024A,10,9,3,4,10,7,6,
4781,46,43,2024A,10,1,4,8,5,7,8,
4782,93,68,2024B,7,6,6,4,4,5,3,
4783,44,31,2025A,7,6,9,3,3,6,4,
4784,99,27,2023B,6,10,4,8,9,7,8,
4785,102,12,2023B,9,5,2,3,7,6,8,
4786,30,7,2023B,4,6,10,7,7,8,10,
4787,40,63,2023A,3,3,5,2,7,4,2,
4788,31,14,2023B,3,4,9,9,8,8,10,
4789,19,24,2023A,9,3,10,8,10,10,9,
4790,38,55,2023A,2,1,2,5,6,4,4,
4791,58,32,2024B,6,6,6,9,10,8,10,
4792,76,77,2023B,3,5,9,5,4,6,9,
4793,8,35,2023A,2,8,4,6,4,3,2,
4794,42,59,2025A,5,10,8,9,8,6,4,
4795,104,53,2023A,2,6,3,9,8,4,2,
4796,10,43,2023B,5,9,7,3,2,4,4,
4797,103,3,2023B,10,2,7,4,3,6,6,
4798,35,76,2024A,9,5,10,8,2,8,10,
4799,19,16,2023B,5,9,7,1,8,7,7,
4800,79,28,2023A,3,1,2,6,10,5,4,
4801,79,24,2023A,4,4,9,6,5,6,5,
4802,2,56,2024B,3,3,5,8,2,4,7,
4803,15,43,2023B,10,8,10,7,9,8,2,
4804,104,73,2024A,4,3,6,2,7,6,6,
4805,79,56,2023B,7,9,10,10,5,8,8,
4806,16,21,2023B,2,6,4,2,9,5,4,
4807,48,78,2024A,2,9,9,2,4,6,7,
4808,33,80,2023A,6,2,6,6,2,5,5,
4809,93,11,2024B,2,8,6,8,10,5,3,
4810,44,79,2025A,5,2,8,6,3,5,5,
4811,101,2,2023A,2,1,7,1,7,4,2,
4812,72,74,2023B,4,6,10,6,9,7,5,
4813,93,53,2025A,9,3,9,10,5,8,7,
4814,93,50,2023A,3,6,6,2,8,6,7,
4815,118,36,2023B,8,3,5,8,3,6,10,
4816,14,18,2024B,6,3,10,7,10,9,9,
4817,13,23,2024A,9,8,6,7,3,5,3,
4818,89,67,2023B,4,3,8,5,6,5,3,
4819,26,48,2024B,9,10,5,6,10,6,2,
4820,38,29,2025A,5,9,4,9,3,5,8,
4821,113,62,2025A,10,4,9,3,2,7,7,
4822,90,34,2023B,4,4,8,2,5,7,10,
4823,25,34,2025A,6,10,6,1,6,6,8,
4824,110,73,2023B,3,4,9,3,9,7,7,
4825,91,50,2025A,10,6,4,7,3,7,10,
4826,89,17,2023B,10,4,6,5,4,7,8,
4827,19,23,2024B,3,6,8,1,9,6,3,
4828,83,10,2025A,10,5,7,3,4,6,3,
4829,74,65,2025A,8,1,10,8,10,9,9,
4830,74,44,2024A,4,8,8,2,3,6,9,
4831,59,76,2024B,4,10,10,6,5,6,3,
4832,13,63,2024B,5,3,3,3,8,4,2,
4833,32,23,2023A,7,10,2,4,2,4,4,
4834,9,58,2023B,7,10,7,8,9,6,2,
4835,51,68,2023A,7,6,6,5,4,6,9,
4836,117,36,2025A,6,1,4,1,10,6,6,
4837,88,11,2023A,4,10,5,2,10,6,6,
4838,45,41,2023B,8,10,5,5,8,7,7,
4839,74,39,2024A,8,8,8,2,10,9,10,
4840,100,2,2023A,2,1,9,8,7,7,9,
4841,118,59,2024B,3,1,6,9,9,5,3,
4842,1,54,2025A,6,3,7,10,2,5,6,
4843,93,10,2024B,9,6,8,10,8,8,9,
4844,58,80,2023A,10,4,2,2,5,6,5,
4845,8,34,2025A,5,8,7,3,5,5,4,
4846,10,23,2024B,8,9,5,8,9,7,5,
4847,47,27,2024B,7,6,2,6,9,6,8,
4848,25,41,2024A,2,7,8,2,2,4,2,
4849,41,44,2025A,9,1,3,8,4,6,8,
4850,44,62,2025A,3,10,6,4,5,6,10,
4851,92,3,2025A,3,5,10,2,9,6,2,
4852,108,6,2023A,8,2,5,1,6,6,3,
4853,55,39,2023A,4,5,9,10,7,8,10,
4854,118,30,2024A,8,7,9,2,2,6,4,
4855,58,32,2024B,3,10,6,4,8,6,5,
4856,110,64,2025A,6,3,5,5,10,6,3,
4857,75,69,2024B,5,3,6,1,8,6,5,
4858,118,69,2023A,7,3,2,3,2,5,10,
4859,85,38,2023B,9,10,2,4,2,4,2,
4860,113,10,2023B,8,5,10,3,8,7,2,
4861,96,12,2023A,8,1,6,7,5,6,5,
4862,64,5,2024A,10,5,4,8,6,7,7,
4863,113,59,2025A,6,7,8,9,9,7,5,
4864,38,59,2025A,7,5,5,10,2,5,6,
4865,120,28,2023A,7,1,9,7,4,7,8,
4866,82,46,2023B,6,10,6,1,7,5,2,
4867,103,11,2024A,10,3,10,8,7,8,6,
4868,102,61,2023A,8,10,5,3,2,5,6,
4869,41,24,2023B,4,3,3,2,10,6,8,
4870,22,38,2024B,4,3,8,8,2,4,2,
4871,75,76,2025A,2,8,8,5,5,6,7,
4872,3,38,2024A,8,4,2,9,9,6,6,
4873,83,35,2023A,9,7,5,4,8,6,4,
4874,33,36,2025A,8,8,5,7,3,5,4,
4875,43,47,2025A,3,7,3,2,3,4,7,
4876,20,6,2024B,3,4,4,7,9,6,6,
4877,18,29,2025A,4,1,8,8,7,6,3,
4878,24,72,2024A,8,3,4,2,3,5,4,
4879,21,6,2025A,2,3,5,2,7,4,4,
4880,77,2,2023A,6,7,4,9,4,6,9,
4881,120,74,2025A,5,9,10,5,4,7,8,
4882,65,36,2024A,10,2,3,8,2,6,10,
4883,64,50,2025A,4,10,5,6,6,6,7,
4884,72,68,2025A,5,2,8,6,7,6,2,
4885,39,17,2024B,3,4,9,5,10,6,2,
4886,60,68,2023A,4,6,8,2,4,5,4,
4887,4,50,2025A,3,4,2,2,4,3,2,
4888,36,75,2024A,6,4,4,9,3,4,5,
4889,16,13,2023A,9,10,8,4,6,6,3,
4890,22,45,2025A,4,7,3,10,2,3,4,
4891,78,34,2025A,3,5,10,10,4,5,4,
4892,50,21,2024A,7,1,7,2,10,7,5,
4893,60,34,2025A,3,10,8,8,7,7,10,
4894,85,4,2023B,8,6,2,7,5,6,7,
4895,115,80,2023B,2,3,7,3,6,4,2,
4896,52,9,2023B,3,2,10,6,10,7,6,
4897,87,70,2023A,3,8,6,8,10,6,6,
4898,111,26,2023A,7,10,4,6,4,6,10,
4899,114,14,2023B,7,2,6,3,3,6,7,
4900,17,7,2023A,10,9,3,1,5,6,4,
4901,72,46,2024B,3,2,9,6,2,4,2,
4902,69,1,2023B,5,7,3,4,4,4,4,
4903,118,38,2024B,8,2,3,4,4,6,8,
4904,34,48,2024A,3,8,10,9,4,6,6,
4905,23,45,2024B,9,8,7,2,10,8,5,
4906,119,38,2024B,6,4,3,1,8,5,4,
4907,102,43,2023B,7,4,9,7,3,6,4,
4908,77,60,2024A,2,10,4,6,2,2,2,
4909,76,24,2025A,3,7,10,7,9,7,5,
4910,42,18,2024B,2,4,9,6,4,5,4,
4911,114,59,2023A,4,2,10,7,8,7,5,
4912,96,30,2025A,3,10,10,8,6,6,3,
4913,20,56,2023A,7,4,6,8,8,8,10,
4914,31,15,2024B,8,8,7,8,9,6,2,
4915,77,21,2025A,3,10,4,1,9,6,8,
4916,10,73,2023B,9,8,9,6,2,7,9,
4917,83,17,2023A,5,3,2,3,6,4,4,
4918,7,29,2023B,7,5,2,5,10,6,5,
4919,33,12,2024A,8,10,7,1,2,6,5,
4920,20,1,2023B,8,10,2,9,5,4,3,
4921,105,45,2024A,2,1,5,4,6,5,8,
4922,48,74,2023B,9,9,8,1,5,7,6,
4923,107,12,2025A,9,5,6,3,5,7,8,
4924,98,66,2023A,8,1,8,3,5,6,2,
4925,79,19,2023B,8,5,2,5,2,4,2,
4926,69,56,2023B,3,10,9,10,5,5,4,
4927,94,3,2024A,2,6,9,5,9,6,4,
4928,97,68,2023B,4,3,4,6,8,6,7,
4929,119,65,2025A,8,9,3,1,2,6,10,
4930,19,57,2025A,4,3,7,8,5,6,7,
4931,119,55,2025A,6,2,7,9,5,5,2,
4932,79,18,2023A,5,6,10,1,10,9,10,
4933,117,69,2024A,2,6,5,8,4,3,2,
4934,32,18,2024B,10,9,3,6,9,6,4,
4935,99,15,2024B,10,7,7,2,8,7,3,
4936,66,58,2023A,9,5,10,4,9,10,10,
4937,12,4,2024A,2,10,6,2,9,5,3,
4938,84,31,2023A,3,3,4,6,6,5,7,
4939,22,29,2023B,8,6,3,2,3,5,6,
4940,82,30,2023B,8,10,8,7,9,9,10,
4941,4,1,2024B,10,8,5,9,3,6,6,
4942,72,13,2023B,8,10,8,10,3,7,10,
4943,86,29,2024B,9,4,8,6,8,8,5,
4944,116,30,2024A,10,9,8,7,10,8,4,
4945,86,28,2023A,4,8,4,10,5,4,2,
4946,21,6,2023A,4,6,3,2,6,5,8,
4947,9,35,2023B,3,8,7,7,10,7,8,
4948,30,4,2024B,4,3,9,5,8,7,8,
4949,102,69,2023B,9,2,3,6,2,6,8,
4950,61,31,2024A,7,5,3,5,5,6,8,
4951,13,55,2023B,7,10,8,2,9,7,5,
4952,92,71,2024A,8,5,8,6,5,8,9,
4953,3,44,2024B,5,6,5,7,10,8,10,
4954,11,1,2023A,6,8,6,2,2,5,7,
4955,63,26,2023A,9,3,10,5,8,8,4,
4956,42,61,2024A,9,6,10,7,10,9,7,
4957,117,20,2024B,9,6,9,4,6,8,10,
4958,65,16,2023A,3,4,4,1,9,6,8,
4959,66,41,2023B,2,10,4,3,10,5,4,
4960,61,28,2023A,10,8,9,10,7,8,7,
4961,87,61,2023B,10,1,10,3,4,8,8,
4962,62,35,2024A,3,2,10,10,10,8,8,
4963,81,69,2024B,9,4,7,2,5,8,10,
4964,87,80,2024B,7,5,10,3,7,8,7,
4965,11,13,2023B,10,1,8,9,6,8,6,
4966,4,54,2023A,3,4,3,8,8,5,5,
4967,109,49,2024B,4,2,6,1,7,5,3,
4968,77,16,2023A,2,1,10,7,10,6,2,
4969,23,6,2024B,6,6,4,2,2,4,6,
4970,87,65,2023B,4,2,5,1,9,6,4,
4971,61,13,2024A,2,5,2,2,8,5,7,
4972,51,47,2023B,3,7,9,9,3,6,9,
4973,16,74,2023A,10,7,4,7,7,8,10,
4974,96,76,2023B,4,2,8,7,9,7,8,
4975,86,5,2024A,2,6,9,2,8,6,3,
4976,31,45,2024B,4,10,8,10,10,8,10,
4977,120,50,2025A,7,1,6,6,4,6,7,
4978,23,10,2024A,7,6,8,3,9,8,8,
4979,68,74,2024A,5,3,10,8,9,6,2,
4980,65,63,2024A,5,2,7,2,3,6,10,
4981,14,43,2023A,4,3,2,8,3,4,6,
4982,51,23,2025A,2,9,3,7,7,4,2,
4983,37,54,2025A,3,7,10,3,2,5,5,
4984,43,11,2023A,7,6,10,7,3,6,2,
4985,34,78,2023B,6,3,8,1,8,8,8,
4986,52,11,2023B,3,3,6,8,10,6,4,
4987,58,70,2025A,5,3,3,8,6,5,6,
4988,27,12,2025A,5,4,7,5,10,8,9,
4989,96,28,2025A,6,6,6,5,2,4,4,
4990,105,24,2023A,7,6,9,4,4,6,5,
4991,102,57,2024A,9,2,9,5,7,7,2,
4992,26,29,2025A,4,8,9,9,2,6,8,
4993,100,65,2024A,10,5,4,5,4,5,3,
4994,87,37,2023A,2,6,5,3,2,4,9,
4995,1,39,2023A,7,9,2,10,3,5,7,
4996,100,52,2023A,9,8,9,7,7,8,8,
4997,28,58,2023A,4,9,6,10,7,6,8,
4998,56,45,2023B,5,10,3,5,9,6,8,
4999,66,30,2023B,4,8,9,3,3,6,7,
5000,96,63,2025A,2,2,7,4,4,5,8,
5001,35,20,2023A,2,2,5,2,3,5,10,
5002,54,65,2024B,10,1,7,7,2,7,8,
5003,26,56,2024B,8,7,6,4,5,6,6,
5004,76,25,2023B,6,1,9,8,7,8,8,
5005,79,61,2023B,10,5,5,4,5,8,10,
5006,33,1,2023B,3,6,8,9,9,7,7,
5007,19,65,2023A,2,4,2,8,3,3,5,
5008,31,7,2023B,4,10,3,4,9,5,5,
5009,34,39,2023A,8,4,8,3,7,6,3,
5010,93,11,2025A,7,10,9,6,7,8,10,
5011,52,69,2024B,6,1,9,6,3,7,9,
5012,41,10,2024B,9,1,9,1,8,8,4,
5013,21,21,2024A,6,7,5,7,9,7,8,
5014,5,26,2024B,2,4,8,7,7,5,4,
5015,84,80,2023B,5,9,9,5,7,8,9,
5016,87,77,2023A,2,8,9,2,5,5,3,
5017,8,39,2023A,4,7,10,10,7,8,10,
5018,27,76,2025A,6,9,9,3,3,7,9,
5019,41,76,2024B,9,8,6,6,4,6,3,
5020,112,63,2023A,10,8,4,6,9,8,8,
5021,17,52,2024A,7,6,10,9,10,8,4,
5022,5,70,2024A,3,5,8,3,3,6,10,
5023,104,56,2023A,9,6,3,7,4,6,8,
5024,34,73,2025A,8,8,8,9,3,6,7,
5025,117,15,2023A,3,8,7,10,6,6,9,
5026,71,49,2023A,4,3,10,1,5,6,5,
5027,75,49,2024A,3,8,6,4,4,6,10,
5028,11,20,2025A,9,2,10,8,2,8,10,
5029,106,34,2023A,3,8,3,4,9,6,10,
5030,32,39,2024B,9,1,9,10,2,6,2,
5031,67,56,2024B,8,1,2,2,7,6,9,
5032,53,36,2023A,3,5,4,6,10,6,8,
5033,102,44,2025A,7,9,5,7,7,6,5,
5034,12,18,2023A,5,1,4,6,2,5,8,
5035,17,70,2023B,2,10,6,8,5,6,9,
5036,82,27,2023B,7,1,4,7,3,4,3,
5037,30,18,2023B,9,6,10,3,3,6,4,
5038,12,12,2023B,4,10,2,9,9,4,3,
5039,32,65,2025A,2,4,3,2,8,6,10,
5040,118,75,2024A,9,2,2,4,8,7,8,
5041,10,65,2023B,6,8,2,2,2,4,6,
5042,89,48,2025A,4,3,10,7,9,8,7,
5043,104,9,2024A,6,8,6,2,8,6,6,
5044,24,79,2023A,7,3,6,2,4,6,9,
5045,5,54,2024B,7,4,5,2,10,8,9,
5046,98,59,2024A,10,6,2,8,4,5,4,
5047,90,68,2023A,8,3,7,9,4,6,6,
5048,59,15,2025A,3,4,6,7,6,4,3,
5049,29,40,2023B,2,3,2,10,10,5,6,
5050,47,50,2024B,4,8,7,4,8,7,10,
5051,28,41,2023A,3,3,5,6,4,5,7,
5052,120,74,2023B,9,9,7,6,5,8,9,
5053,86,39,2023B,5,2,7,4,4,6,6,
5054,93,78,2024B,8,5,3,10,3,5,6,
5055,34,2,2023A,4,6,2,7,2,4,6,
5056,21,27,2023B,10,9,2,8,2,5,6,
5057,120,28,2024A,3,7,2,9,4,4,9,
5058,6,17,2024A,6,9,4,1,7,6,6,
5059,102,7,2025A,5,1,4,1,4,4,4,
5060,95,72,2024A,9,7,10,4,10,10,10,
5061,2,26,2024A,2,10,6,10,2,5,9,
5062,97,47,2025A,6,5,7,2,8,7,7,
5063,14,60,2024A,10,3,8,4,8,7,3,
5064,64,72,2025A,6,2,5,5,4,6,7,
5065,29,32,2023A,6,9,7,8,10,8,9,
5066,117,23,2025A,4,2,2,6,7,6,9,
5067,28,5,2023A,5,10,7,4,7,6,4,
5068,75,23,2024A,6,4,10,4,9,7,2,
5069,44,68,2023A,5,4,2,8,3,4,7,
5070,56,9,2023A,6,10,2,6,9,6,5,
5071,50,27,2023B,5,7,7,3,3,4,2,
5072,1,47,2024B,9,10,10,10,4,8,10,
5073,11,20,2024A,10,7,3,4,3,5,3,
5074,115,41,2025A,8,9,6,3,7,6,2,
5075,3,75,2023A,4,7,7,1,9,8,10,
5076,60,76,2023A,3,9,9,9,3,6,8,
5077,26,40,2024B,7,1,2,9,2,3,2,
5078,28,22,2024A,8,10,3,1,7,7,10,
5079,103,35,2024B,8,1,6,8,6,7,7,
5080,96,67,2023A,8,3,3,5,4,6,10,
5081,99,25,2024B,7,8,4,8,2,5,6,
5082,106,38,2023A,4,1,10,7,5,5,2,
5083,7,41,2024A,6,8,7,3,2,4,3,
5084,33,37,2024A,4,10,2,4,5,4,3,
5085,98,16,2025A,3,2,10,4,4,6,7,
5086,10,19,2023A,9,2,4,2,4,5,3,
5087,92,58,2025A,8,6,3,10,5,6,9,
5088,102,40,2024A,3,3,5,2,2,3,3,
5089,69,50,2023B,5,7,6,6,6,7,10,
5090,15,32,2023A,8,4,6,2,6,6,2,
5091,39,22,2024A,7,8,7,3,6,8,10,
5092,56,49,2023A,4,1,8,6,8,7,9,
5093,8,61,2024B,10,5,7,8,2,7,10,
5094,102,38,2023B,9,8,7,1,10,8,5,
5095,67,19,2024A,9,10,6,2,9,8,6,
5096,98,69,2023B,8,5,9,5,5,8,8,
5097,104,28,2023B,9,7,5,10,3,6,6,
5098,95,18,2024B,4,2,5,8,2,3,2,
5099,33,51,2024B,3,4,10,1,2,6,7,
5100,16,11,2024B,3,6,8,4,8,5,2,
5101,109,66,2024B,3,6,7,3,10,7,8,
5102,77,28,2025A,10,1,6,8,10,8,5,
5103,94,26,2024B,5,9,3,10,10,6,8,
5104,82,55,2023A,7,10,5,8,9,8,10,
5105,34,70,2023B,7,1,8,5,7,7,6,
5106,57,47,2024A,6,6,8,10,3,6,8,
5107,109,52,2025A,4,3,10,1,4,7,10,
5108,96,22,2024B,2,10,2,3,2,3,5,
5109,109,10,2023B,5,9,8,3,7,6,4,
5110,77,61,2025A,7,4,3,8,5,4,2,
5111,59,63,2024A,6,9,6,5,10,7,5,
5112,75,29,2025A,6,2,9,2,8,8,10,
5113,55,32,2023A,2,5,4,3,7,5,6,
5114,109,13,2024B,3,10,9,5,10,8,9,
5115,46,24,2024A,8,7,3,5,10,8,10,
5116,113,33,2024A,9,3,7,9,8,6,2,
5117,100,51,2023A,7,5,7,2,7,8,9,
5118,81,45,2025A,5,7,6,9,3,5,7,
5119,117,54,2024B,8,2,4,8,10,8,10,
5120,70,17,2025A,4,10,10,9,6,7,8,
5121,40,36,2024A,9,3,4,7,4,5,2,
5122,115,65,2025A,10,4,6,1,2,5,3,
5123,19,51,2023A,3,9,4,7,10,5,4,
5124,94,65,2025A,7,6,6,10,3,5,3,
5125,38,38,2023B,8,6,3,7,3,4,3,
5126,21,11,2024B,9,3,3,1,5,6,9,
5127,44,29,2024B,10,2,8,5,9,7,2,
5128,71,53,2025A,10,4,7,8,4,6,3,
5129,114,14,2024A,9,7,4,4,4,5,3,
5130,110,17,2023B,4,1,8,3,5,7,10,
5131,94,61,2025A,3,8,9,1,5,6,5,
5132,96,35,2023A,5,9,4,8,9,6,6,
5133,117,10,2024B,9,4,3,8,9,8,10,
5134,86,10,2023B,6,2,9,2,5,7,9,
5135,43,53,2024B,7,1,10,7,4,8,9,
5136,90,80,2023B,3,9,4,3,6,4,4,
5137,45,70,2024A,8,6,10,6,3,6,2,
5138,117,9,2024A,8,2,10,6,4,8,8,
5139,50,59,2023B,8,5,5,7,2,5,6,
5140,49,36,2025A,6,6,2,7,10,6,7,
5141,92,45,2023B,5,10,6,5,4,5,6,
5142,96,48,2025A,5,4,10,3,10,8,8,
5143,27,18,2024B,7,1,8,3,3,5,2,
5144,25,68,2025A,6,2,3,6,2,5,10,
5145,87,76,2024A,7,8,7,8,2,5,5,
5146,48,39,2023B,6,3,10,3,10,8,8,
5147,55,45,2023B,9,10,9,3,10,8,4,
5148,45,42,2023A,7,4,7,9,3,6,5,
5149,74,1,2024A,2,7,2,6,9,4,3,
5150,37,69,2025A,2,6,4,10,4,4,7,
5151,42,78,2025A,4,6,10,1,6,7,8,
5152,94,5,2023B,4,8,8,3,9,6,2,
5153,64,11,2024B,10,4,7,1,10,8,7,
5154,57,46,2023B,8,5,6,10,3,7,10,
5155,104,73,2025A,4,9,10,8,9,8,8,
5156,42,24,2023A,5,9,3,8,5,6,10,
5157,53,1,2024A,3,4,7,2,6,4,2,
5158,83,42,2023B,3,8,3,8,3,4,6,
5159,7,66,2024B,2,4,4,4,9,6,9,
5160,108,28,2023A,3,8,7,2,5,5,4,
5161,68,57,2023B,9,1,6,3,2,6,9,
5162,45,59,2023A,10,8,7,4,3,6,3,
5163,80,9,2023A,10,7,6,1,5,6,2,
5164,98,59,2024A,8,5,7,3,6,6,5,
5165,33,45,2025A,7,8,2,5,8,5,4,
5166,83,76,2023A,5,8,10,7,4,6,7,
5167,54,57,2024B,3,5,3,7,7,4,3,
5168,83,77,2025A,6,9,2,7,6,5,6,
5169,62,18,2024B,7,8,10,8,3,7,8,
5170,51,3,2023A,9,7,4,10,8,7,8,
5171,94,37,2025A,5,6,9,1,7,8,10,
5172,11,30,2024B,6,8,3,8,4,6,10,
5173,109,28,2025A,9,9,3,10,8,8,10,
5174,110,75,2024B,9,8,2,9,10,7,7,
5175,103,40,2024B,9,5,5,10,5,6,7,
5176,14,2,2024A,3,4,10,10,3,4,2,
5177,77,65,2023A,2,5,2,8,3,4,9,
5178,120,27,2024A,6,1,10,3,4,8,10,
5179,71,39,2024A,3,7,9,8,7,5,2,
5180,43,34,2024A,8,10,7,2,2,6,8,
5181,56,61,2024A,4,10,4,6,2,3,2,
5182,78,10,2024B,3,3,3,4,8,6,10,
5183,13,75,2025A,2,1,6,5,6,5,6,
5184,63,8,2023B,10,7,6,3,7,7,5,
5185,40,78,2025A,7,8,3,5,2,5,8,
5186,92,51,2024B,2,7,8,3,7,6,8,
5187,93,30,2023A,2,8,2,2,2,3,5,
5188,24,69,2025A,3,6,5,1,10,6,7,
5189,100,21,2024A,2,3,3,2,9,4,4,
5190,69,38,2023A,3,4,7,8,5,6,10,
5191,119,49,2023B,4,8,2,4,7,4,2,
5192,17,19,2023A,3,4,9,7,7,6,6,
5193,26,45,2024A,7,7,6,2,3,5,3,
5194,51,21,2025A,9,9,10,9,7,9,10,
5195,7,16,2023A,8,7,4,6,5,5,3,
5196,4,56,2025A,9,6,6,4,10,9,10,
5197,98,23,2024A,7,5,3,4,9,6,3,
5198,73,48,2024A,7,8,10,3,9,8,6,
5199,7,50,2024A,6,4,9,2,10,9,10,
5200,18,64,2023B,9,7,7,10,4,6,5,
5201,46,74,2023A,5,9,8,6,8,7,6,
5202,89,51,2025A,7,1,10,10,7,6,2,
5203,48,18,2023B,8,1,5,10,4,6,9,
5204,14,56,2023A,3,5,2,5,2,3,5,
5205,80,68,2023A,8,8,6,4,3,5,4,
5206,22,7,2023A,9,2,9,3,4,8,8,
5207,57,77,2024B,9,9,6,6,7,7,5,
5208,95,66,2023B,7,2,4,10,8,7,8,
5209,101,60,2024A,9,1,4,10,8,6,4,
5210,25,57,2025A,7,6,3,5,6,4,2,
5211,26,70,2025A,9,1,3,1,3,4,3,
5212,43,65,2023A,8,8,8,3,5,8,10,
5213,104,17,2024A,4,1,7,5,2,4,5,
5214,38,59,2024A,10,9,5,10,3,6,5,
5215,64,4,2023A,3,7,6,7,10,5,2,
5216,20,53,2023A,10,10,5,6,9,7,3,
5217,77,46,2025A,4,3,3,6,8,6,7,
5218,40,4,2023A,2,4,5,3,2,4,5,
5219,19,58,2024A,2,4,5,8,4,4,7,
5220,71,41,2024A,8,9,10,8,10,9,8,
5221,53,34,2024B,8,3,3,3,3,6,10,
5222,114,15,2024B,5,1,7,2,10,8,8,
5223,47,70,2025A,5,10,7,9,7,6,3,
5224,109,57,2024A,9,7,7,8,10,8,5,
5225,75,58,2023B,10,10,8,4,7,8,6,
5226,6,29,2024A,2,5,10,1,8,7,9,
5227,115,59,2024B,5,9,10,8,8,7,5,
5228,84,67,2023A,6,8,5,3,5,5,4,
5229,12,4,2023A,2,8,7,2,7,6,10,
5230,83,13,2024A,6,9,2,10,2,4,8,
5231,50,57,2023B,9,1,8,8,4,6,2,
5232,100,35,2025A,5,10,4,8,6,6,9,
5233,50,46,2025A,2,5,3,6,5,4,5,
5234,19,19,2024B,3,1,10,3,10,8,7,
5235,3,60,2025A,9,3,4,1,9,7,5,
5236,12,66,2024A,3,3,7,6,2,4,4,
5237,43,4,2025A,7,3,6,7,2,4,3,
5238,58,7,2025A,8,3,5,1,8,7,8,
5239,91,78,2023B,6,3,8,1,7,7,8,
5240,76,79,2024A,9,4,8,1,4,8,9,
5241,37,11,2023B,2,9,7,3,4,4,5,
5242,30,73,2025A,9,2,4,10,9,8,10,
